CustomerID,Name,Age,Gender,Phone,Email,City,State,Pincode,RegistrationDate,Membership,TotalOrders,PreferredCuisine
2320,ANUSHA JOHAL,28.0,Female,6335641629,zbarad@example.org,Chennai,Gujarat,839089,23 Jun 2022,Basic,5,Healthy Food
2321,Matthew Chandra,37.0,Female,1723685044,omkaar60@example.net,Pune,Kerala,718131,09 Jul 2023,Zomato Pro,5,Mughlai
2322,Yatan Nath,19.0,Male,0553061139,agrawalamaira@example.com,visakhapatnam,Jharkhand,402027,2023-04-12,Gold,6,Desserts
2323,Urvashi Patla,26.0,Female,8705683355,neelima38@example.com,Visakhapatnam,West Bengal,763224,2022.07.31,Gold,5,Biryani
2324,Mitesh Lad,20.0,Female,9800557338,sharmajeremiah@example.com,Visakhapatnam,Gujarat,412430,2023.08.01,Basic,14,Thai
2325,Aadi Mani,35.0,Male,0175056655,raoekantika@example.net,Guwahati,Andhra Pradesh,817268,13-03-2023,Basic,2,Chinese
2326,Watika Deol,16.0,Male,0430063191,sanghviupasna@example.org,Chennai,Goa,397225,2024-04-29,Zomato Pro,8,Desserts
2327,Lakshmi Khurana,37.0,Other,0286122328,rdara@example.org,Bhopal,,733397,2022-03-18,Basic,6,Mexican
2328,Bhavna Narayan,42.0,Female,2243023200,charrayaan@example.org,Nagpur,Jharkhand,791193,06/12/2023,Zomato Pro,7,Desserts
2329,Onveer Dyal,35.0,Male,7913532956,sundaramnirja@example.org,Vadodara,Himachal Pradesh,813085,09/11/2023,Basic,6,Italian
2330,Zilmil Maharaj,24.0,Other,8977953614,gulatiaadi@example.net,Nashik,Maharashtra,169251,2024-10-11,Basic,4,North Indian
2331,Balveer Bhagat,50.0,Other,2731567261,bhora@example.org,vadodara,Madhya Pradesh,284061,05/03/2022,Basic,9,Chinese
2332,Bishakha Nagi,36.0,Female,8243821462,noahgrewal@example.org,Vadodara,Uttar Pradesh,708833,21 Feb 2023,,3,Italian
2333,Ronith Vig,28.0,Male,2235906270,brijesh14@example.com,Mumbai,Telangana,4129,22 Jan 2023,Basic,8,North Indian
2334,Onveer Mukhopadhyay,28.0,Female,4567089393,bakhshi46@example.org,Raipur,Karnataka,632936,04/06/2023,Gold,5,North Indian
2335,ronith sharaf,16.0,Other,8338789591,oakxavier@example.org,Chennai,Himachal Pradesh,429259,06/10/2024,Basic,14,Thai
2336,Harini Subramaniam,16.0,Female,5723230070,jboase@example.com,Nagpur,Kerala,557816,2023.10.11,Basic,10,Chinese
2337,Yahvi Misra,41.0,Female,2914835650,qdeshpande@example.org,Coimbatore,Madhya Pradesh,113663,03-09-2024,Basic,5,Bakery
2338,Aadi Gera,34.0,Female,1055624126,asehgal@example.net,Bhubaneswar,Karnataka,241080,08-04-2023,Basic,7,Italian
2339,Alka Bawa,23.0,Male,7033642453,arjunsani@example.com,Bombay,Telangana,-110001,09/03/2022,Basic,9,Mexican
2340,Umang Dey,31.0,Other,0371524310,nayaknisha@example.net,Coimbatore,Maharashtra,469241,24-01-2024,,8,Chinese
2341,Ayushman Patla,29.0,Female,2649747870,psarma@example.net,Vadodara,Haryana,313553,2024.04.15,Basic,6,Italian
2342,Bina Manda,24.0,Male,0781010124,aditya56@example.net,Bhopal,Goa,816918,14 Oct 2022,Gold,8,Mughlai
2343,Kabir Cheema,41.0,Other,0449100723,memonoscar@example.org,LUDHIANA,Bihar,836586,19-04-2022,Basic,7,Continental
2344,Sarthak Babu,22.0,Male,1210704310,kamala03@example.org,Raipur,Tamil Nadu,767190,02/07/2023,Basic,10,Biryani
2345,Yochana Shah,43.0,Other,0675141483,ekbal56@example.org,Coimbatore,Nagaland,339765,26/01/2022,Zomato Pro,9,Mughlai
2346,Jai Lata,35.0,Female,2153861151,buchradha@example.org,Patna,Telangana,794247,02/29/2024,Basic,4,North Indian
2347,Gopal Kunda,16.0,Female,1061650472,ijaya31@example.net,Nashik,Gujarat,811201,2023.04.01,Basic,9,Street Food
2348,Watika Iyengar,32.0,Female,7250845240,vbanerjee@example.net,Kochi,Meghalaya,324097,20/12/2024,Zomato Pro,2,Street Food
2349,Kabir Nadkarni,16.0,Other,1099931914,balyashasvi@example.org,Bhubaneswar,Tripura,338268,17 Aug 2024,Basic,7,Healthy Food
2350,Siya Choudhry,22.0,Female,7415949254,,Surat,Uttar Pradesh,828221,14 Jan 2024,Basic,5,Biryani
2351,Nidhi Sandhu,24.0,Other,6966481105,gargkrishna@example.net,Raipur,Himachal Pradesh,589978,17/03/2022,Basic,7,Biryani
2352,Manbir Madan,24.0,Male,7983677810,gaggarwal@example.net,Chennai,Gujarat,111017,04/01/2024,Basic,4,South Indian
2353,Zayan Bhagat,27.0,Male,3157920823,frajan@example.net, Nashik  ,Mizoram,710584,2024.06.23,Zomato Pro,9,Italian
2354,Nihal Babu,29.0,Female,1266086961,bahrianika@example.org, Chandigarh  ,Assam,566634,2023-08-09,Basic,4,Bakery
2355,Avi Gole,27.0,Male,6086333995,ramanmahika@example.net,Nashik,Sikkim,508637,27 Oct 2022,Basic,6,Italian
2356,WAKEETA SANGHA,38.0,Other,0050908306,jalsabava@example.net,KOLKATA,Andhra Pradesh,639523,12/15/2022,Gold,9,Fast Food
2357,Indali Prabhakar,47.0,Other,9412436160,agastya29@example.net,Kochi,Maharashtra,134019,2024.06.01,Basic,5,Thai
2358, Ria Rastogi  ,22.0,Other,9836784903,giriksengupta@example.com,Guwahati,Assam,484766,2023.02.09,Basic,11,Continental
2359,Girik Dani,37.0,Male,5004375315,ppandya@example.net,Coimbatore,Tripura,851614,18 Jul 2022,Basic,11,Fast Food
2360,Peter Nagy,20.0,Female,3903674867,meghana75@example.org,Indore,Arunachal Pradesh,424728,2024-06-10,Basic,6,Healthy Food
2361,Falan Mutti,22.0,Other,916965671245,balsarthak@example.com,Raipur,Haryana,710415,29/10/2023,Gold,8,Continental
2362,Aarnav D’Alia,32.0,Female,2341609909,fpalan@example.net,Bengaluru,Andhra Pradesh,357873,2024-12-18,Basic,7,Continental
2363,Ishaan Rattan,23.0,Female,,bborde@example.net,Kolkata,Madhya Pradesh,361390,10/25/2023,Basic,5,Chinese
2364,Jeremiah Ganguly,28.0,Female,0540260284,uparekh@example.com,Kochi,Manipur,295393,2024-04-10,Basic,7,Bakery
2365,gavin wali,24.0,Other,6499339745,devwalia@example.org,Visakhapatnam,Odisha,435417,03/04/2022,Gold,6,Bakery
2366,VIRAJ MENON,32.0,Female,4433736090,raksha53@example.net,Bhopal,Nagaland,798992,31 May 2024,Basic,8,South Indian
2367,damini savant,28.0,Female,4290024927,naksh34@example.com,Ludhiana,Madhya Pradesh,538632,2023.10.04,Zomato Pro,6,Continental
2368,Edhitha Boase,16.0,Other,6089601066,yashasvi97@example.net,Ahmedabad,Uttar Pradesh,247387,17 Mar 2023,Gold,7,Bakery
2369,Dayita Dayal,-43.0,Male,2938540445,kaulmohini@example.org,raipur,,465191,02/23/2022,Gold,7,Street Food
2370,Zehaan Purohit,24.0,Female,4986029653,udantbose@example.com,Hyderabad,Madhya Pradesh,167461,09/07/2022,Zomato Pro,6,Continental
2371,Anthony Srinivas,23.0,Other,0487860150,williammalhotra@example.com,Vadodara,Andhra Pradesh,462367,2024.02.05,Basic,6,Bakery
2372,Praneel Wable,29.0,Female,8337881474,inayabajwa@example.com,Nashik,Chhattisgarh,118166,2024.10.05,Basic,7,Mughlai
2373,Tristan Vora,33.0,Other,5007867755,banerjeeekani@example.org,Surat,West Bengal,216340,2022.02.05,Basic,5,Thai
2374,Veda Rajagopal,41.0,Female,28944,girik63@example.org,Kolkata,Tamil Nadu,388069,04 Oct 2022,Basic,7,Street Food
2375,Rajeshri Sagar,43.0,Female,4364851782,vpathak@example.com,Jaipur,Tamil Nadu,221377,2022-01-15,Basic,7,Desserts
2376,Samaksh Bhasin,16.0,Other,0174196400,dubeyfalak@example.com, Ahmedabad  ,Tripura,498601,2022-05-02,Basic,5,Street Food
2377,Forum Sandhu,37.0,Other,8777654023,urishilla14@example.com,bengaluru,Uttarakhand,810632,09/06/2022,Gold,7,Healthy Food
2378,Reyansh Seth,18.0,Other,6565293675,dgola@example.com,Vadodara,Himachal Pradesh,252248,2024.11.06,Basic,2,Street Food
2379,Harita Kuruvilla,22.0,Other,9397595536,omkaar20@example.net,BHUBANESWAR,Andhra Pradesh,848086,2022-08-04,Basic,9,Street Food
2380,Raksha Bandi,36.0,Male,54077,sanayabhatia@example.com,Chennai,Karnataka,552701,11/04/2022,Gold,5,
2381,Yasti Zachariah,29.0,Male,5834430299,jkhatri@example.com,Visakhapatnam,Karnataka,217172,06/04/2022,Basic,2,Mughlai
2382,Anamika Goda,30.0,Male,4804688698,zachariasiya@example.com,Nagpur,Uttar Pradesh,458565,24/01/2022,Basic,7,Biryani
2383,Aadhya Ghosh,24.0,Other,1157873781,niharika16@example.org,VISAKHAPATNAM,Meghalaya,682924,28 Mar 2023,Basic,6,Biryani
2384,Vrinda Kakar,34.0,Other,7314031916,xsagar@example.net,Nashik,Madhya Pradesh,486530,02 Feb 2022,Zomato Pro,8,Street Food
2385,Panini Gara,39.0,Other,9676218224,igolla@example.com,Lucknow,Jharkhand,519506,19/07/2024,Basic,7,Mexican
2386,Nidhi Sampath,,Male,7148957925,xyadav@example.net,Kochi,Manipur,417750,31/03/2024,Basic,10,Mughlai
2387,Rehaan Mutti,21.0,Male,4137345424,echar@example.com,Bhubaneswar,Chhattisgarh,236836,2024.07.02,Basic,6,South Indian
2388,Zarna Grewal,17.0,Male,9517190706,psodhi@example.com,Jaipur,West Bengal,771994,30 Mar 2024,Basic,7,Street Food
2389,Jackson Kadakia,18.0,Female,8336425503,yash32@example.net,Nashik,Bihar,175962,08/28/2023,Basic,3,Chinese
2390,Bachittar Chaudhry,38.0,Male,5914999597,obasak@example.org,Pune,,78482X,11/28/2023,Gold,4,Bakery
2391,Aarav Patel,24.0,Male,2014354563,nsinha@example.net,Chandigarh,Maharashtra,487467,04/11/2022,Basic,7,Biryani
2392,Rajeshri Tella,30.0,Male,4981063267,liambala@example.com,Chandigarh,Maharashtra,266672,2023.04.16,Zomato Pro,5,Biryani
2393,Anvi Dey,29.0,Female,2119247435,sankarvasudha@example.net,Jaipur,West Bengal,400628,2023.04.09,Basic,8,
2394,Darpan Johal,53.0,Male,2038299839,cheemajyoti@example.org,Jaipur,Mizoram,615114,2023.02.08,Basic,8,Healthy Food
2395,Ikshita Misra,32.0,Male,0680304005,osha80@example.org,Ahmedabad,Meghalaya,762958,09 Jul 2022,Gold,7,Mughlai
2396,Jagat Mahal,35.0,Other,7432111549,kalpit91@example.net,Nagpur,Gujarat,538239,2022.11.05,Zomato Pro,7,Chinese
2397,Hritik Raghavan,18.0,Female,6417659205,samar60@example.net,Bhopal,Uttarakhand,243690,02/08/2023,Zomato Pro,4,Healthy Food
2398,Falan Salvi,25.0,Other,3609643945,amaratailor@example.org,Chennai,Uttarakhand,304699,2023-10-07,Zomato Pro,14,Fast Food
2399,Daniel Aggarwal,22.0,Female,3530532562,anay49@example.com,Delhi,West Bengal,493280,27/05/2023,Zomato Pro,3,Bakery
2400,Alka Sabharwal,16.0,Female,6932405741,jayaramankala@example.org,Ludhiana,Himachal Pradesh,676583,2022-04-01,Basic,6,Chinese
2401,Aarav Keer,34.0,Other,7095218586,lalranbir@example.net,Coimbatore,Mizoram,827242,04 Oct 2023,Gold,4,South Indian
2402,Maanas Atwal,31.0,Male,915039707796,nsinha@example.org,Nagpur,Arunachal Pradesh,796650,2022-09-20,Basic,4,Biryani
2403,Charan Pillay,37.0,Female,5307487813,anthony95@example.net,Lucknow,Nagaland,736527,2023.12.30,Gold,3,Street Food
2404,Anusha Atwal,32.0,Female,3617000485,ikbal23@example.net,Hyderabad,Karnataka,348113,2022-09-08,Zomato Pro,2,Italian
2405,Yashawini Chawla,41.0,Male,5396255614,harrison29@example.net,Mumbai,Andhra Pradesh,773939,04/04/2022,Gold,6,Mexican
2406,Darsh Bhatnagar,21.0,Other,1529417611,moraryutika@example.org,bengaluru,Uttarakhand,206805,2024.12.22,Basic,9,Continental
2407,Zashil Barad,35.0,Other,1216694810,bosedevansh@example.org,chennai,Punjab,337909,19-10-2024,Basic,8,Fast Food
2408,Theodore Bajaj,32.0,Male,5567323836,hardik43@example.com,kolkata,Bihar,741329,09 Dec 2022,Gold,5,Italian
2409,Maya Gara,43.0,Other,0538905950,neel81@example.com,Kochi,Goa,595831,03/24/2023,Basic,7,Continental
2410,Mekhala Dua,16.0,Female,0872741059,pallatriveni@example.net,Mumbai,Karnataka,256014,2022.01.08,Basic,7,Desserts
2411,Kashvi Nori,36.0,Male,5529643522,sulerushil@example.org,Kochi,Karnataka,614115,2024-04-30,Basic,4,Chinese
2412,Lohit Lalla,33.0,Female,0202917265,kohliadya@example.org,Vadodara,Tripura,561820,08-01-2024,Basic,7,Healthy Food
2413,Devika Nayak,28.0,Male,1456253030,avnibhattacharyya@example.org,kolkata,Uttarakhand,387479,19/02/2023,Zomato Pro,9,Biryani
2414,Alexander D’Alia,29.0,Female,,gautami92@example.net,Hyderabad,Bihar,234101,12 Nov 2022,Zomato Pro,7,Chinese
2415,Vanya Som,26.0,Other,9769799872,neha96@example.net,Ahmedabad,Andhra Pradesh,664726,10 Feb 2024,Zomato Pro,6,Biryani
2416,Faras Bhatt,16.0,Other,4996727633,btoor@example.org,Surat,Gujarat,762912,13/06/2023,Gold,5,South Indian
2417,Isaiah Cherian,27.0,Female,5220112704,kabirpingle@example.net,Patna,Punjab,529168,13-10-2024,Gold,8,Mughlai
2418,Warinder Devi,23.0,Female,1616697446,fbaral@example.org,Bengaluru,Gujarat,186519,21/09/2024,Zomato Pro,4,Street Food
2419,Ganga Bir,28.0,Male,8723903715,zaitra60@example.org,Pune,Uttar Pradesh,123617,2023.02.15,Basic,4,Street Food
2420,Charvi De,29.0,Male,8846937147,bpal@example.net,Chandigarh,Gujarat,432771,2023.09.23,Basic,5,North Indian
2421,Ishanvi Sharaf,38.0,Other,4440027489,onkar44@example.org,Mumbai,Rajasthan,660057,06/28/2022,Basic,4,Healthy Food
2422,Samarth Ravi,40.0,Other,8671188161,vrishtisastry@example.net,Nashik,Madhya Pradesh,345062,03/07/2022,Zomato Pro,8,Mughlai
2423,Chakrika Sehgal,24.0,Male,8452733188,nadkarniojasvi@example.com,Delhi,Manipur,300029,18/03/2024,Basic,10,North Indian
2424,Bhavani Dara,48.0,Male,5797079077,morekashvi@example.com,Jaipur,Uttarakhand,218589,14/01/2024,Basic,8,Mughlai
2425,Avi Bahri,16.0,Female,1272592129,lavanya72@example.com,Mumbai,Assam,461948,31/08/2022,Basic,4,Biryani
2426,Jeevika Pau,31.0,Male,7485652642,tarak74@example.org,Patna,Karnataka,536038,2024.05.18,Basic,11,
2427,Mitesh Bajwa,21.0,Female,0649607265,davidchhabra@example.net,Nashik,Goa,635289,29 Aug 2024,Gold,11,Bakery
2428,Yochana Shenoy,21.0,Male,3725009321,madhavi93@example.org,Indore,Maharashtra,163541,07/15/2023,Zomato Pro,7,Mughlai
2429,Kavya Agarwal,20.0,Other,6158844523,lkrishna@example.com,Nagpur,Maharashtra,576040,06/25/2023,Zomato Pro,5,Continental
2430,harshil bala,34.0,Female,9676040623,gopalpatil@example.org,Guwahati,Uttar Pradesh,574889,04/05/2023,Zomato Pro,3,Healthy Food
2431,Divya Dash,24.0,Male,9605865314,anamikagokhale@example.org,Bhubaneswar,Punjab,396150,2022-01-12,Basic,9,Thai
2432,Warhi Batra,26.0,Male,7222874995,,Bhopal,Jharkhand,144119,17/12/2023,Zomato Pro,3,Continental
2433,Mitali Bali,36.0,Other,7388011130,orinder92@example.org,Pune,Assam,369706,18/01/2023,Basic,5,South Indian
2434,Januja Gala,19.0,Male,0448063244,akrishna@example.org,Bhopal,Chhattisgarh,-110001,2023-03-05,Basic,11,Mexican
2435,Imaran Gara,22.0,Other,4279339970,jaimishra@example.net,Chennai,Maharashtra,351656,04/14/2024,Zomato Pro,3,Continental
2436,Faras Rajan,28.0,Other,1029654419,lankarushil@example.com,Nagpur,Punjab,339021,06/03/2024,Basic,8,Italian
2437,Bachittar Ganesan,45.0,Other,0356237246,eshana60@example.com,Madras,Punjab,183208,2022-04-20,Basic,7,Fast Food
2438,Gabriel Chada,42.0,Female,3226791117,ishaan25@example.net,Lucknow,Odisha,593901,11/26/2024,Zomato Pro,7,Street Food
2439,suhani gokhale,25.0,Female,2229253841,ynarayanan@example.com,Pune,Uttar Pradesh,797133,21 Oct 2023,Basic,4,Healthy Food
2440,Gabriel Suri,25.0,Other,,wahabmandal@example.org,Kolkata,Madhya Pradesh,600044,2024.04.19,Basic,10,Chinese
2441,Robert Sodhi,31.0,Other,9266866808,srivastavakala@example.com,Hyderabad,Mizoram,360773,11/24/2022,Basic,6,Chinese
2442,William Behl,24.0,Other,5093604709,balendrakeer@example.org, Guwahati  ,Andhra Pradesh,217431,2024.12.02,Zomato Pro,9,Biryani
2443,Gagan Lanka,16.0,Male,7279392268,falak42@example.com,Coimbatore,Chhattisgarh,534110,2022.05.16,Basic,8,Biryani
2444,Jeremiah Koshy,32.0,Male,3240728195,,Raipur,Telangana,391967,09/10/2023,Basic,8,Continental
2445,Yashawini Balasubramanian,-16.0,Other,3362724452,vedaparsa@example.net,Lucknow,Punjab,760318,2022.01.15,Zomato Pro,8,Fast Food
2446,Laban Ramakrishnan,41.0,Male,2215532501,xguha@example.org,Nashik,Meghalaya,196725,2024-03-09,Zomato Pro,3,Italian
2447,Zehaan Pathak,33.0,Other,6086249513,pavanisandhu@example.net,Visakhapatnam,Bihar,135119,10/09/2023,Basic,8,Italian
2448,Harita Shetty,37.0,Male,4711813207,reyanshdani@example.net,Indore,Karnataka,489169,21/04/2022,Basic,7,Thai
2449,Adya Ratta,26.0,Male,6985167655,raghavannitara@example.net, Ahmedabad  ,Karnataka,283154,13 Feb 2022,Basic,5,Healthy Food
2450,Nidra Bhat,38.0,Other,4499514370,ronith42@example.com,Hyderabad,Telangana,173042,12/25/2023,Zomato Pro,7,Mexican
2451,Omya Dugal,37.0,Male,7442221242,srinivasanrehaan@example.net,Bengaluru,Maharashtra,416401,31-10-2023,Basic,7,North Indian
2452,Ayaan Kaul,39.0,Male,985A6EEG5F,toorsamesh@example.org,Lucknow,Himachal Pradesh,836788,18-12-2024,Basic,7,Mexican
2453,Urvi Chaudhuri,25.0,Female,1356343171,raivictor@example.org,Ludhiana,Andhra Pradesh,661831,06-11-2023,Zomato Pro,6,Italian
2454,Advika Sehgal,41.0,Female,3825417689,mananbali@example.com,Jaipur,Rajasthan,213250,27 Sep 2022,Basic,4,Bakery
2455,Aachal Om,31.0,Other,5718691981,xgoda@example.com,Bengaluru,Tripura,153012,21 Nov 2023,Zomato Pro,8,Street Food
2456,Hredhaan Mittal,36.0,Other,914175917932,sankarharish@example.com,Bhopal,,465032,04/03/2024,Basic,6,Biryani
2457,Eiravati Mahajan,31.0,Other,3671274706,wriddhish12@example.org,Lucknow,Haryana,138063,26-03-2022,Gold,1,Bakery
2458,Chasmum Acharya,37.0,Female,9672041862,dhruvcherian@example.net,Chandigarh,Sikkim,175015,07/11/2024,Basic,6,South Indian
2459,Sachi Sethi,27.0,Other,0192553175,aarav46@example.org,Coimbatore,Karnataka,712328,06 Oct 2024,Zomato Pro,6,Bakery
2460,Isaac Merchant,38.0,Other,,lbhandari@example.com,Ahmedabad,Tamil Nadu,755603,09/15/2024,Basic,5,Mughlai
2461,Aarna Dayal,37.0,Other,3603855288,ranveerdalia@example.org,Ludhiana,Kerala,220649,05/02/2024,Basic,2,Fast Food
2462,Prisha Sunder,27.0,Female,8599197763,yauvani69@example.org,Patna,Mizoram,286954,29-03-2023,Zomato Pro,12,North Indian
2463,Gaurika Madan,37.0,Female,6287117165,hemanatarajan@example.com,Chennai,Haryana,316931,2024-09-15,Basic,10,Bakery
2464,Amruta Pingle,22.0,Female,9582948630,hdora@example.com,Lucknow,Uttar Pradesh,362350,2024-01-17,Zomato Pro,5,Continental
2465,Aradhana Dara,23.0,Female,1491421544,rattiturvi@example.com,Visakhapatnam,Manipur,799992,2023-03-16,Gold,6,Bakery
2466,Deepa Dhar,16.0,Female,4052770354,ysankar@example.org,Vadodara,Nagaland,547650,07-07-2022,Basic,4,Continental
2467,Sneha Sathe,25.0,Male,9065194072,avnireddy@example.org, Guwahati  ,Odisha,343904,24/07/2024,Basic,9,Italian
2468,Benjamin Magar,33.0,Male,2922092513,agrawalpraneel@example.net,Kochi,Bihar,647,11/26/2024,Basic,5,Continental
2469,Chaitanya Bhatt,27.0,Male,982326GGA5,mthaman@example.net,Kolkata,Uttar Pradesh,408882,2022-03-31,Gold,5,Desserts
2470,Zayyan Talwar,26.0,Other,8442633338,oeshi51@example.net,Visakhapatnam,Kerala,407090,03/09/2023,Basic,5,Fast Food
2471,Sarthak Mannan,39.0,Male,4130160644,jaggijasmit@example.net,Vadodara,Nagaland,423501,17/01/2022,Basic,6,Italian
2472,Bina Dani,27.0,Female,3071821821,bbadal@example.net,Jaipur,Meghalaya,789734,2022.03.03,Zomato Pro,4,Mughlai
2473,Nitesh Kannan,45.0,Other,1080238836,xahuja@example.net,Chandigarh,Assam,836723,27 Nov 2024,Basic,4,Biryani
2474,Ishani Sengupta,37.0,Male,4411935472,lkothari@example.net,Lucknow,Punjab,749485,11/06/2023,Basic,5,Healthy Food
2475,Nicholas Mohan,21.0,Female,98141AHHF3,ekani09@example.org,Guwahati,Uttar Pradesh,402709,23 Oct 2022,Gold,6,Street Food
2476,Rayaan Patla,35.0,Other,9395391067,thomaskala@example.net,Kolkata,Tripura,262982,2022-10-12,Basic,7,Mexican
2477,Sai Rajagopalan,36.0,Male,2496689923,hemani52@example.org,Bhopal,Karnataka,851346,03/02/2023,Gold,8,Mughlai
2478,Aarav Choudhury,35.0,Other,8479207405,shuklaakshay@example.org,Kochi,Rajasthan,366490,01/11/2023,Basic,4,Continental
2479,Onkar Chauhan,37.0,Other,9025498391,joshipatrick@example.org,Nagpur,Telangana,54213X,01/02/2024,Basic,2,Continental
2480,Hitesh Ben,42.0,Female,0297295755,dugalraagini@example.org,Guwahati,Haryana,335272,08-06-2023,Basic,8,Fast Food
2481,Daksh Bhalla,16.0,Female,2251766689,jacobgala@example.com,Jaipur,,416016,2022-12-30,Basic,5,North Indian
2482,Omisha Dyal,43.0,Male,9582956562,gargeshana@example.net,Chandigarh,Bihar,709418,19-06-2022,Basic,6,South Indian
2483,Daksha Mishra,18.0,Female,7637825648,priya47@example.com,Visakhapatnam,Assam,201846,17/10/2023,Basic,2,Continental
2484,Ishita Naik,21.0,Female,1865067996,geetika11@example.com,LUDHIANA,Sikkim,623770,24 Feb 2023,Gold,10,Healthy Food
2485,Dhriti Devan,39.0,Other,0426469795,battachandani@example.net,Bhubaneswar,West Bengal,150014,06/08/2022,Basic,8,North Indian
2486,nikita ahuja,29.0,Other,98G2E1BBEE,ayaandugar@example.org,Raipur,Tamil Nadu,737676,12 Apr 2024,Zomato Pro,9,Street Food
2487,Owen Choudhary,33.0,Other,9446276351,yasti74@example.net,Surat,Goa,558903,09/10/2022,Gold,7,North Indian
2488,Gavin Murty,28.0,Female,4589385335,ekalinga69@example.com,Pune,Sikkim,578726,2024-07-30,Basic,8,Fast Food
2489,Ijaya Nori,36.0,Male,1209018174,xkrish@example.org,Indore,Chhattisgarh,527484,20/05/2024,Basic,7,Bakery
2490,Fariq Mani,39.0,Male,0989105045,nchaudry@example.net,Jaipur,Punjab,464809,2024-07-18,Zomato Pro,3,Bakery
2491,Amruta Bhatia,35.0,Male,8344594210,nicholas08@example.com,Bhopal,Andhra Pradesh,118078,06/10/2023,Basic,2,North Indian
2492,Yoshita Grover,27.0,Other,0787255054,nattjai@example.net,Mumbai,Nagaland,184447,16-10-2023,Basic,7,South Indian
2493,Samarth Shankar,16.0,Female,9606169413,harish28@example.com,Pune,Kerala,770230,04/16/2023,Gold,8,North Indian
2494,Ladli Munshi,30.0,Female,2770699226,prasadlipika@example.net,Delhi,Tripura,307495,06/24/2024,Basic,5,Fast Food
2495,Ayush Saran,29.0,Other,0023512094,leela91@example.com,Nashik,Andhra Pradesh,1161,2023.11.09,Basic,3,Street Food
2496,Samesh Lal,,Male,6337598491,urvashiwadhwa@example.com,Pune,Punjab,492757,06 Aug 2023,Basic,6,Mexican
2497,Isaiah Varty,39.0,Female,7952331432,finn70@example.net,Pune,Assam,715699,11 Aug 2024,Basic,12,North Indian
2498,Guneet Dhillon,26.0,Other,3879081322,tripathilucky@example.org,Chennai,,392649,16-07-2022,Basic,11,North Indian
2499,Dalaja Manda,33.0,Male,9788164957,banerjeebina@example.org, Guwahati  ,Mizoram,783127,2024-08-21,Basic,7,Mughlai
2500,Anay Aurora,27.0,Female,2417018313,rtailor@example.com,Baroda,Tamil Nadu,142010,2023.04.30,Basic,7,Italian
2501,Aarini Banerjee,16.0,Other,2517333581,nilimatella@example.org,Pune,Haryana,727463,05/22/2023,Basic,4,Mughlai
2502,Champak Bumb,18.0,Male,9685462116,oanand@example.org,Nagpur,Rajasthan,482185,19/12/2023,Zomato Pro,9,Healthy Food
2503,Nitesh Bassi,39.0,Female,0766453629,jacksonkorpal@example.net,mumbai,Mizoram,122950,19/06/2023,Basic,9,Chinese
2504,Caleb Chaudhry,-30.0,Male,6895092918,yashoda99@example.com,Raipur,Bihar,178006,21-09-2022,Basic,5,Mexican
2505,Anita Mall,35.0,Female,86679,nisha39@example.com,Mumbai,Telangana,709546,05/20/2022,Basic,2,Fast Food
2506,Adya Rajagopalan,40.0,Other,4657481452,krish88@example.net,Nashik,Karnataka,624796,2024-12-08,Basic,9,Mughlai
2507,Chanchal Raghavan,35.0,Male,0431784213,kapurrajeshri@example.net,Patna,Karnataka,797906,2023.11.19,Basic,6,Biryani
2508,Harini Lad,24.0,Female,7727154224,galaedhitha@example.org,Nagpur,Mizoram,285363,18 Aug 2022,Basic,11,Healthy Food
2509,Shivansh Maharaj,33.0,Other,2237207419,npai@example.com,Vadodara,Tripura,666424,30 Jul 2024,Zomato Pro,7,Thai
2510,Charles Sanghvi,16.0,Other,8877335210,ranbir75@example.com,Indore,Haryana,677637,26/08/2024,Gold,5,Bakery
2511,Ojasvi Kara,52.0,Female,5108858998,wablejason@example.org,Bhubaneswar,Goa,754056,2023.05.04,Zomato Pro,10,Healthy Food
2512,Pratyush Dar,33.0,Other,6433955343,bhanumatisetty@example.net,Patna,Meghalaya,3379,19/08/2024,Basic,4,Chinese
2513,Sai Datta,27.0,Female,3242430091,hkar@example.com,Hyderabad,Rajasthan,723699,2022.07.02,Basic,9,Desserts
2514,Timothy Deol,37.0,Male,2447839071,fiyazganesh@example.com,Delhi,Jharkhand,249047,2023-10-20,Basic,11,Continental
2515,Rachana Brahmbhatt,50.0,Male,8272449520,krajagopalan@example.net,Bhubaneswar,Arunachal Pradesh,375900,21 Jul 2023,Basic,3,Mughlai
2516,Ishani Dhar,32.0,Female,7789516650,warriorchanakya@example.org,Hyderabad,Uttarakhand,283228,2024-07-14,Gold,8,Street Food
2517,Anya Minhas,28.0,Male,0123162575,bakshibahadurjit@example.org,Patna,Andhra Pradesh,785462,2023-07-22,Basic,7,Bakery
2518,Libni Roy,39.0,Female,9738471845,ramautkarsh@example.org,lucknow,Tripura,811831,22/02/2023,Basic,9,Chinese
2519,Hredhaan Ghosh,22.0,Female,6372511298,jhagabriel@example.org,Delhi,Odisha,162601,16/10/2022,Basic,6,Chinese
2520,Lajita Dua,29.0,Male,6748252292,baghyawati65@example.net,Bhubaneswar,Haryana,714628,06/10/2023,Gold,9,Italian
2521,WARDA PURI,38.0,Male,4559036535,nathan37@example.org,Nagpur,Haryana,717346,12 Jul 2023,Gold,4,Mexican
