DeliveryPartnerID,Name,Age,Gender,VehicleType,JoiningDate,City,Rating,CompletedDeliveries,AverageDeliveryTime
316,Gaurangi Lall,30,Female,Car,26/08/2023,Patna,4.4,410,35.9
317,Pooja Sanghvi,43,Female,Bike,14-02-2025,Nagpur,4.5,615,43.1
318,Mugdha Batta,31,Female,Bike,03-05-2022,Raipur,4.5,344,27.6
319,Radhika Lalla,32,Male,Scooter,15 Dec 2023,Patna,4.2,1320,30.1
320,Chatresh Gokhale,29,Female,Scooter,2022-02-26,Chennai,3.8,336,32.6
321,Anita Bhatt,31,Male,Bicycle,24 Nov 2024, Hyderabad  ,4.3,229,35.9
322,Yadavi Kaul,22,Female,Bicycle,2021.06.21,Bengaluru,4.3,512,30.0
323,Rachana Murthy,28,Female,Bike,2022.10.12,Kochi,4.3,716,35.9
324,Dev Vasa,18,Female,Bike,2023.01.27,Jaipur,3.7,586,30.4
325,Hamsini Sridhar,41,Female,Bike,17 Jun 2023,Nashik,3.6,492,38.8
326,Michael Sha,28,Female,Scooter,05 May 2023,Mumbai,4.8,321,-34.8
327,Quincy Grewal,36,Female,Bike,15-10-2021, Delhi  ,4.7,706,33.2
328,Vamakshi Chaudhari,19,Male,Car,10-08-2021,Kolkata,3.9,730,10.8
329,Victor Sachdeva,29,Female,Bike,05/12/2024,Pune,4.3,279,31.7
330,Theodore Chawla,18,Male,Bike,10-11-2023,Vadodara,4.0,362,32.9
331,Arjun Ray,30,Male,Scooter,2023-02-25,Visakhapatnam,4.6,641,35.0
332,Vedant Choudhary,29,Female,Scooter,2023-01-22,Nagpur,4.3,785,56.8
333,Manan Ratti,24,Male,Bike,2022.09.11,Kolkata,4.3,359,16.1
334,Darpan Sule,26,Female,Bike,2023-08-17,Kochi,3.9,687,36.1
335,Baghyawati Ravel,30,Female,Bike,2025-03-14,Surat,4.2,552,44.3
336,Faraj Nori,37,Male,Bicycle,2021-12-09,Visakhapatnam,4.0,1166,29.0
337,Bina Kant,34,Female,Bike,14/09/2023,Kolkata,4.2,1214,46.8
338,Yamini Solanki,28,Female,Bike,09/03/2022,Coimbatore,4.7,699,20.3
339,Hemani Sarma,19,Male,Bike,2025-03-15,Kochi,4.5,366,35.0
340,Luke Koshy,31,Male,Bike,28/12/2022,BANGALORE,4.2,1161,22.6
341,Robert Sundaram,18,Male,Bike,05-01-2025,Ahmedabad,3.9,200,55.4
342,Baljiwan Kala,24,Male,Bicycle,2022-01-13,Mumbai,4.4,817,39.6
343,Chakrika Prakash,29,Male,Bike,01-11-2022,Patna,4.1,420,34.5
344,SAUMYA SAINI,38,Male,Car,14 Jun 2022,Jaipur,4.0,466,38.8
345,Kalpit Vohra,39,Female,Bike,02/02/2023,Bhubaneswar,4.0,539,15.7
346, Ekavir Kamdar  ,29,Male,Bike,31/10/2023,Visakhapatnam,4.5,885,25.1
347,Vritti Tara,28,Female,Bike,03/12/2021,Bhopal,4.2,802,10.0
348,yasti sagar,28,Male,Bike,11-12-2022,Hyderabad,4.3,344,31.7
349,Pahal Hari,29,Male,Bike,10/09/2024,Lucknow,4.0,355,19.8
350,Mohini Khurana,22,Male,Bike,2021-11-14,Vadodara,4.0,632,37.8
351,Yamini Chander,35,Female,Bike,2022-06-06,Vadodara,4.2,239,39.4
352,Samar Patla,20,Male,Bicycle,12/29/2024,Kochi,3.8,438,25.0
353,Upkaar Chaudhry,33,Female,Car,2021.12.19,Chandigarh,3.7,262,31.6
354,Lekha Nayak,38,Female,Bike,04/02/2022,Jaipur,4.0,815,48.8
355,Falan Sabharwal,26,Female,Bike,2024.02.05,Bhubaneswar,4.2,489,37.5
356,ADVIK VIG,25,Male,Bicycle,2022-06-01,Patna,4.0,788,38.6
357,Urmi Vaidya,26,Female,Bike,2024-06-02,Jaipur,4.6,1169,19.6
358,Bishakha Krish,26,Female,Bike,29/08/2021,Patna,3.5,183,33.9
359,Chandresh Kamdar,18,Male,Scooter,02-01-2022,Chandigarh,3.8,123,49.9
360,Chatura Prasad,33,Male,Bike,11-07-2021,Indore,4.1,369,34.1
361,Bhavani Goswami,28,Female,Scooter,07/13/2023,Coimbatore,3.3,681,35.0
362,Eta Bora,25,Male,Bike,17-05-2024,Mumbai,4.0,562,22.8
363,Veda Bala,30,Male,Scooter,2022-08-19,Raipur,3.6,358,41.4
364,IMARAN MAGAR,27,Female,Scooter,2021.08.23,Chandigarh,4.1,732,29.0
365,Ekaraj Korpal,22,Female,Bike,18/07/2022,Patna,4.6,445,10.0
366,Amara Naik,31,Male,Bike,02/16/2022,Nashik,4.6,628,27.1
367,Warhi Goyal,36,Female,Bike,29/06/2023, Raipur  ,4.1,685,36.9
368,Triveni Agrawal,33,Female,Bike,22 Mar 2023,Indore,4.0,681,14.5
369,Krish Buch,32,Female,Bike,03/25/2022,Ahmedabad,4.0,705,26.0
370,Vasudha Mitter,24,Male,Scooter,31 Jan 2023,Visakhapatnam,4.0,331,32.0
371,Wishi Radhakrishnan,28,Male,Bike,11/13/2021,Ludhiana,4.3,462,35.1
372,Ranbir Shan,19,Male,Bike,04-09-2022,Bombay,4.3,717,38.0
373,Chameli Bera,25,Male,Car,2024-12-25,Nagpur,4.2,160,44.3
374,Varsha Dani,27,Male,Bike,2024-10-21,Hyderabad,4.7,473,37.7
375,Tara Banerjee,23,Male,Bike,19/10/2021,Nagpur,4.7,484,23.7
376,Tanay Dutt,29,Male,Bike,24/04/2022,Mumbai,3.5,581,25.8
377,Onkar Pillay,33,Male,Bike,30-07-2023,Ludhiana,4.4,714,27.6
378,Samaksh Pingle,28,Male,Bike,16 Apr 2022,Surat,4.5,498,37.1
379,Dalaja Sant,18,Male,Bicycle,2022.12.01,Hyderabad,4.2,663,35.3
380,Hemangini Chawla,20,Male,Car,2021.07.27,Surat,4.2,269,25.7
381,Chasmum Natarajan,35,Female,Bike,07/02/2023,Raipur,4.1,305,25.5
382,Hiral Dyal,38,Female,Bike,2024.10.18,Bengaluru,4.4,643,36.4
383,Bishakha Kunda,42,Male,Car,10/06/2021,Delhi,4.6,622,41.6
384,Harita Gupta,22,Female,Scooter,2023.10.18,Chennai,5.0,593,18.7
385,Kashish Bhat,21,Female,Bike,18/06/2022,Patna,4.0,530,19.9
386,Qushi Rattan,18,Male,Bike,14-09-2024,Patna,3.9,746,27.8
387,Rohan Srinivasan,30,Male,Bike,02/10/2024,Lucknow,4.1,918,29.3
388,Saumya Chaudhry,28,Male,Bike,29-09-2023, Pune  ,3.5,1390,39.9
389,Samar Din,24,Female,Bike,16-09-2022,Chennai,3.5,578,17.2
390,Ayaan Agrawal,33,Female,Bike,19 Mar 2022,Pune,4.0,637,39.3
391,Nidra Lala,28,Male,Bicycle,25 Dec 2021,Pune,3.7,521,32.9
392, Madhavi Kashyap  ,31,Male,Car,03 Mar 2025,Kolkata,4.2,580,25.1
393,Ati Konda,28,Female,Scooter,11/06/2022,Bhubaneswar,4.1,300,29.1
394,Vyanjana Swaminathan,25,Male,Scooter,11/02/2022,Mumbai,4.0,654,34.8
395,Meera Rau,28,Male,Scooter,2022-03-05,BHUBANESWAR,4.0,539,10.0
396,Onveer Narayan,31,Female,Bike,19/11/2022,Kochi,3.7,1144,21.5
397,Panini Khalsa,22,Female,Scooter,2023.08.20,Raipur,,205,25.4
398,Gagan Raghavan,25,Male,Bike,2024.04.08,Visakhapatnam,4.2,150,31.6
399,Dalbir Borde,35,Female,Car,2022-10-16,Lucknow,4.1,239,35.9
400,Nirja Mand,32,Male,Bike,06/29/2022,Raipur,3.6,373,38.9
401,Ekansh Bhavsar,29,Female,Bicycle,05/02/2023,Kochi,4.0,603,37.9
402,Ishanvi Kala,30,Male,Bike,2023-04-02,Chandigarh,4.0,533,45.6
403, Tanmayi Sura  ,22,Female,Bike,2021.07.05,Chandigarh,5.0,581,37.2
404,Urvashi Mall,33,Male,Scooter,2022.06.15,Guwahati,4.1,396,41.1
405,Laksh Raval,19,Female,Bike,13 Dec 2024,Kochi,4.5,1797,46.8
406,Wyatt Chawla,32,Female,Bike,2023-03-02,Visakhapatnam,3.6,733,23.7
407,Max Dhar,28,Male,Bike,20-03-2025,BENGALURU,4.4,176,48.8
408,MADHAVI VYAS,28,Male,Bike,08/07/2024,Chennai,3.8,946,41.3
409,Chandresh Naik,42,Male,Car,2022-08-27,Patna,4.1,630,20.1
410,Waida Malhotra,36,Male,Bike,23/01/2023,Kochi,4.0,416,22.4
411,Tanvi Johal,25,Male,Scooter,03/19/2025,Bhubaneswar,4.4,233,44.7
412,Omaja Nair,27,Female,Scooter,07/10/2023,Visakhapatnam,4.7,537,32.2
413,Anamika Chauhan,30,Female,Bike,06-03-2025,Vadodara,3.9,776,21.1
414,Harinakshi Sridhar,24,Male,Car,04/19/2024,Kochi,5.0,519,29.4
415,Bina Chaudhary,26,Female,Bike,01-09-2023,Coimbatore,4.4,739,50.3
416,Qabil Sem,29,Female,Bicycle,12/27/2024, Nagpur  ,4.0,1280,56.5
417,Tanmayi Baral,23,Female,Scooter,08/25/2024,Guwahati,3.6,499,19.1
418,Vedika Patla,18,Male,Bicycle,2022-02-23,Delhi,4.4,637,25.7
419,Janya Shanker,28,Male,Bike,24 Aug 2023,Nashik,4.1,561,34.0
420,Oni Zachariah,39,Male,Car,09/15/2022,vadodara,,934,39.9
421,Suhani Dhillon,36,Male,Bike,2024.12.07,Guwahati,4.3,582,16.9
422,Tanish Narain,18,Female,Bike,30 Oct 2022,Guwahati,3.7,437,48.4
423,Mugdha Bhagat,22,Female,Bike,2024.08.10,Jaipur,3.3,520,32.6
424,Azaan Wable,38,Female,Bike,17 May 2024,Lucknow,4.2,931,37.6
425,Gaurika Patil,26,Male,Scooter,23/12/2023,Nagpur,3.8,893,49.3
426,ekani thakkar,24,Male,Bike,10/31/2023,Pune,3.9,978,38.2
427,Noah Garde,23,Female,Scooter,2025-01-05,Surat,4.3,1235,42.3
428,Daksha Trivedi,27,Male,Scooter,26 Feb 2024,Ahmedabad,4.1,386,30.0
429,Madhavi Mani,34,Female,Bike,17/01/2022, Bengaluru,5.0,654,19.4
430,Nirja Acharya,20,Female,Bike,2023-01-06,Ludhiana,4.7,273,32.4
431,Onveer Sunder,29,Female,Bike,13/06/2022,chennai,4.3,250,14.6
432,vasudha sidhu,26,Male,Bike,2023-12-31,Nagpur,4.6,390,27.9
433,Indali Ramachandran,39,Male,Scooter,05-02-2024,Madras,3.8,421,34.6
434,Lakshit Jain,18,Male,Scooter,10 Aug 2021,Jaipur,4.5,265,18.6
435,Nikita Kala,26,Male,Bike,01/06/2021,Nashik,3.8,579,28.6
436,Meghana Bedi,38,Male,Bike,07-01-2023,Raipur,3.8,438,25.4
437,Bhavini Wagle,23,Male,Bike,2025-01-10,Indore,4.1,319,27.2
438,Chakrika Date,31,Female,Bike,2022-02-02,Bhubaneswar,3.4,1175,43.7
439,VEDA RAMAN,27,Female,Bike,01/10/2022,Indore,3.7,795,46.1
440,Charita Wali,31,Male,Bicycle,2022.09.26,Bhopal,4.2,502,30.3
441,Upma Ramakrishnan,32,Male,Bicycle,2024-07-27,Nagpur,3.9,816,16.2
442,Wriddhish Yadav,39,Female,Bike,04/29/2022,VADODARA,4.4,391,39.8
443,Raksha Rana,29,Male,Bike,21-12-2024,Indore,4.0,240,41.6
444,Qabil Divan,31,Male,Bike,2024-04-09,Jaipur,3.8,686,21.4
445,Utkarsh Khurana,31,Female,Car,2023-08-12,Surat,4.3,1063,29.3
446,Yagnesh Vaidya,26,Male,Bike,11-02-2024,Bhubaneswar,4.1,526,26.0
447,Bhanumati Dhillon,22,Male,Bike,01/01/2023,Bengaluru,3.9,349,39.9
448,Jack Cherian,26,Female,Bike,23/03/2024,Chennai,3.7,572,32.1
449,Gauri Sastry,32,Male,Car,07-09-2024,Indore,5.0,614,40.5
450,Samaksh Memon,23,Female,Bike,12-07-2021,Vadodara,3.9,425,27.6
451,Tara Majumdar,31,Female,Scooter,2024.05.12,Nashik,4.0,410,32.3
452,Benjamin Deep,26,Female,Bike,2022.05.22,Guwahati,4.4,664,49.3
453,Christopher Ravel,29,Female,Bike,06 Jun 2021,Chennai,4.4,193,19.8
454,Nitesh Devi,22,Female,Bike,04/15/2023,Nashik,4.0,587,22.3
455,Chandran Vig,33,Male,Scooter,2022.05.26,Jaipur,4.2,362,36.9
456,Teerth Rao,21,Female,Car,21/01/2022,Delhi,4.4,212,11.4
457,Manthan Minhas,27,Male,Bike,2021-10-22,Nashik,4.4,179,44.4
458,Lavanya Mani,32,Female,Bike,02/13/2022,Mumbai,3.6,695,18.0
459,Omkaar Mammen,30,Female,Scooter,24/04/2023,Kolkata,4.3,843,23.5
460,Dominic Parmer,34,Female,Bike,15-12-2022,Ahmedabad,3.6,427,26.7
461,Anika Chopra,27,Female,Scooter,15/05/2024,Ludhiana,4.3,753,44.1
462,Edhitha Khurana,28,Female,Bike,2022.07.09,Jaipur,4.3,235,17.8
463,Dayita Mukherjee,35,Male,Bicycle,2022-07-07,Bhubaneswar,4.7,420,38.3
464,Damyanti Parmar,18,Male,Scooter,2021-07-23,Bhubaneswar,4.1,520,30.6
465,Vanya Palan,25,Male,Bicycle,2023-07-30,Ahmedabad,3.9,518,48.6
466,Avni Sekhon,35,Female,Bicycle,05 Jan 2022,Kochi,4.0,578,27.3
467,Maanav Patla,37,Male,Bike,26-09-2023,Surat,4.4,621,21.9
468,Yashodhara Sidhu,22,Female,Bike,19/08/2023,Lucknow,4.4,700,56.2
469, Nilima Gill  ,35,Male,Bicycle,16/03/2022,Coimbatore,4.5,589,38.9
470,Yasti Sem,39,Female,Bike,23/07/2023,Bhopal,4.2,372,26.6
471,Chakradhar Shetty,23,Male,Bike,09-03-2025,Lucknow,4.1,718,33.1
472,Manbir Aurora,33,Male,Bike,2022.06.06,Chennai,,1162,49.4
473,Parth Shenoy,31,Female,Bike,2023.01.12,Nashik,4.6,739,23.8
474,Keya Talwar,25,Female,Scooter,04-06-2023,CHENNAI,3.9,1256,29.9
475,Owen Dube,35,Female,Bicycle,2022-10-14,Vadodara,5.0,265,31.2
476,Omkaar Rau,34,Male,Bike,02 Jan 2023,Kochi,4.5,731,25.6
477,Aishani Pillay,27,Female,Car,07/09/2023,Nashik,3.7,440,38.9
478,Aryan Vora,27,Female,Bike,2022-12-24, Patna  ,3.7,803,33.5
479,Sarthak Venkatesh,30,Male,Bicycle,2022-05-26,Jaipur,4.4,510,37.4
480,Charvi Zacharia,25,Female,Bike,04/06/2022,KOLKATA,4.3,771,26.6
481,Wyatt Mohan,26,Male,Scooter,23 Jul 2022,Ludhiana,4.8,221,42.4
482,Damini Nadkarni,27,Male,Bike,01/26/2023,Visakhapatnam,4.7,308,37.8
483,Ubika Pathak,29,Male,Scooter,2023.11.13,Visakhapatnam,3.9,119,43.1
484,Viraj Keer,18,Male,Bike,2021.12.12,Surat,4.4,1075,32.5
485,Harsh Tiwari,24,Male,Scooter,18/08/2023,Nagpur,4.1,699,29.3
486,Turvi Nayak,21,Male,Scooter,2021.07.20,Hyderabad,3.5,274,24.7
487,Frado Buch,22,Female,Bike,20 May 2023,Ludhiana,4.4,387,37.8
488,Yuvraj Sabharwal,23,Male,Scooter,20/05/2024,Indore,4.6,1018,41.7
489,Advay Divan,36,Female,Bike,13-12-2023,Ludhiana,3.8,218,25.2
490,Vamakshi Cherian,24,Female,Bike,26 Jul 2022,Patna,4.6,416,29.7
491,Bishakha Ramakrishnan,26,Male,Bike,10/07/2023,Raipur,4.3,267,25.7
492,Vaishnavi Ben,36,Female,Bike,19/12/2023,Mumbai,4.9,767,36.6
493,vrishti dara,31,Male,Scooter,2022.10.13,Nashik,4.8,495,29.1
494,Harshil Vyas,26,Female,Bike,01/21/2024,Mumbai,3.7,296,36.1
495,Dayamai Dhillon,22,Male,Bike,23-02-2025,Patna,4.5,540,29.3
496,Ikbal Kade,29,Male,Scooter,20-04-2023,guwahati,3.5,356,25.7
497,Samaksh Sachar,26,Male,Bike,02/09/2023,Chennai,4.6,1013,44.4
498,Max Swaminathan,29,Male,Bike,21/06/2023,Indore,5.0,194,37.9
499,Rajata Banik,35,Male,Bike,12 Feb 2023,Chandigarh,4.0,388,46.6
500,Arin Prasad,28,Female,Bicycle,29/09/2022,Mumbai,3.9,428,20.5
501,Geetika Dhawan,18,Female,Car,2022.10.09,Bhopal,,295,-19.1
502,Yoshita Doctor,38,Female,Car,2024-08-15,Kochi,3.6,467,24.3
503,Vrishti Rout,26,Male,Bicycle,2025.01.17,Delhi,4.4,877,47.6
504,Gauri Chacko,26,Female,Car,01 Jun 2023,Bhopal,3.9,920,10.0
505,OWEN CHAR,23,Female,Bicycle,2024-08-29,Jaipur,4.6,533,32.7
506,URISHILLA PRASHAD,28,Male,Car,09/07/2022,Coimbatore,4.7,300,33.8
507,Peter Deshmukh,29,Male,Bike,09/25/2023,Vadodara,4.1,517,31.6
508,Henry Wali,33,Female,Bike,03/01/2022,Ahmedabad,4.2,1181,41.9
509,Tripti Tank,27,Male,Bike,04/16/2022,Nashik,4.1,519,40.9
510,Jagvi Baral,29,Male,Bike,26-01-2023,Visakhapatnam,4.1,496,31.0
511,Ira Nayar,32,Female,Bicycle,2024-01-10,Mumbai,4.7,292,25.8
512,Krisha Gill,30,Female,Scooter,07/23/2024,Bhopal,3.9,526,26.9
513,Vihaan Dey,30,Male,Bicycle,05/12/2022,Pune,4.1,381,35.7
514,Ekiya Malhotra,19,Male,Scooter,2023-09-12,Visakhapatnam,4.4,294,44.2
515,Yamini Sarna,22,Female,Bike,2022-01-31,Nashik,3.9,1327,27.9
516,Jasmit Vora,18,Female,Bike,2023-01-10,Coimbatore,4.5,443,27.6
517,Frederick Kala,31,Male,Bike,2022.05.31,Kolkata,4.2,456,15.2
518,Henry Nagy,24,Female,Bike,02/09/2024,Guwahati,4.6,341,34.0
519,Ekanta Bassi,38,Male,Bike,04/13/2024,Delhi,4.3,569,34.2
520,Chatura Chakraborty,25,Female,Bike,18 Feb 2023,Lucknow,3.7,256,30.1
521,Jasmit Mander,35,Male,Bike,2022-05-19,Coimbatore,4.5,355,31.2
522,Pallavi Bakshi,23,Male,Bike,2024-05-12,Coimbatore,3.9,339,16.3
523,Alka Grewal,25,Female,Bike,14/02/2025,Kolkata,4.5,614,40.9
524,Kashish Ravel,30,Female,Bicycle,24 Jan 2023,Pune,4.2,386,42.7
525,Ekanta Dayal,25,Female,Bike,24 Sep 2024,Nagpur,4.1,649,23.2
526,Manya Venkatesh,24,Female,Car,2024-08-05,Mumbai,4.3,1062,36.9
527,Anthony Thaman,30,Male,Bike,2021-08-24,Nagpur,5.0,1072,39.4
528,Pavani Dora,29,Male,Bike,12/27/2021,Vadodara,4.1,437,31.8
529,Chatresh Nanda,34,Female,Scooter,10-01-2023,Jaipur,4.3,975,35.6
530,Fiyaz Bhattacharyya,26,Male,Bike,11/08/2021,Chandigarh,3.9,921,41.1
531,Abdul Bajaj,29,Male,Bike,08-10-2021,Chennai,4.4,641,42.2
532,Logan Nagy,19,Female,Bike,2021-09-19,Hyderabad,4.0,906,32.7
533,Aadi Reddy,32,Male,Bike,27/01/2024,Raipur,4.9,692,24.8
534,Ryan Kala,30,Male,Bike,2021.10.16,Mumbai,4.8,492,25.1
535,Jason Mann,28,Female,Bike,10/08/2022,Visakhapatnam,4.0,639,23.8
536,Guneet Wali,35,Female,Bike,2024.12.17,Hyderabad,3.8,304,24.5
537,RACHITA BALA,28,Female,Bike,2021.12.13,Bhubaneswar,4.7,789,38.3
538,Gautami Nadkarni,24,Male,Car,10/08/2023,INDORE,3.4,460,31.3
539,Jagdish Wagle,30,Female,Scooter,2023-08-13,Chennai,3.8,810,34.3
540,Mekhala Chaudhary,24,Male,Bike,2023-06-05,Nagpur,4.2,375,35.7
541,Jasmit Agate,19,Female,Scooter,11/28/2024,lucknow,3.9,612,29.4
542,yashica more,34,Female,Scooter,20/09/2024,Indore,4.2,467,30.9
543,Ishani Pall,33,Female,Bike,11/04/2023,guwahati,4.2,448,30.6
544,Kiaan Ranganathan,29,Female,Scooter,2023.07.22,Raipur,4.7,1601,40.0
545,Avi Misra,32,Male,Bike,01/10/2023,Bhubaneswar,3.9,658,35.6
546,Zansi Mallick,30,Female,Bicycle,01/07/2021,Kolkata,4.3,205,20.3
547,Warjas Baria,31,Male,Bike,10 Jun 2024,Bengaluru,4.4,690,35.8
548,Ekta Gola,34,Female,Bike,07/17/2023,Visakhapatnam,4.2,548,46.6
549,Sara Saha,27,Male,Bicycle,17 Oct 2024,Surat,3.8,402,36.4
550,Sachi Narayanan,32,Male,Bike,2023.07.14,Nagpur,4.1,739,24.8
551,Meghana Pai,29,Female,Bicycle,05/10/2022,Surat,3.8,214,36.8
552,Tanmayi Vyas,28,Male,Bike,04 Oct 2023,Bombay,4.5,684,25.0
553,Rudra Kohli,28,Female,Scooter,16 Mar 2025,Vadodara,4.0,222,43.2
554,Inaya Virk,30,Female,Bicycle,2023-11-10,Patna,3.6,623,32.4
555,Vaishnavi Pant,39,Male,Bike,19-04-2024,Mumbai,3.9,574,39.3
556,Yahvi Balan,35,Female,Bike,2024-08-30,Ahmedabad,4.0,536,26.1
557,Onveer Mand,36,Male,Scooter,25/03/2023,Indore,3.7,461,36.4
558,Azaan Bedi,36,Female,Bike,09 Apr 2023,Bengaluru,4.6,654,23.5
559,Advika Loyal,31,Female,Bike,22/06/2021,Mumbai,3.7,752,32.1
560,Omya Patla,23,Male,Bicycle,05/11/2022,Chandigarh,4.1,326,27.8
561,Balendra Pandit,27,Male,Bike,2023-09-07,Chennai,4.6,370,29.2
562,Gaurang Verma,21,Male,Car,10/15/2023,Jaipur,4.1,821,30.4
563,Yamini Banerjee,32,Female,Bike,2021.06.04,Ludhiana,4.7,742,-23.4
564,Ojas Pant,28,Male,Scooter,2024.04.09,Guwahati,3.8,552,46.0
565,Mahika Mitter,35,Female,Bike,15-03-2025,Indore,4.4,235,34.8
566, Harshil Manda  ,27,Female,Bike,2024.08.10,Indore,3.6,253,29.4
567,Yashvi Yadav,31,Male,Bicycle,11/01/2022,Nashik,3.6,775,33.4
568,Krishna Vaidya,26,Female,Scooter,08-06-2021,Nashik,4.7,784,24.5
569,Advay Chandran,18,Male,Scooter,10 Nov 2024,Indore,4.2,823,34.4
570, Panini Mody  ,24,Male,Scooter,15/06/2022,Surat,4.1,864,30.2
571,yashica narayanan,25,Female,Bike,2022-05-04,Kolkata,4.2,800,28.7
572,Wriddhish Patil,20,Female,Bike,09/10/2022,Chennai,3.9,615,46.7
573,Jonathan Loyal,30,Male,Bike,06/08/2021,delhi,4.6,489,46.2
574,Gopal Prakash,39,Female,Bike,16 Nov 2023,Lucknow,4.2,592,48.5
575,Chasmum Shroff,28,Male,Scooter,25-08-2024,Coimbatore,5.0,736,33.4
576,Prisha Saxena,24,Female,Bike,29-12-2021,Lucknow,3.6,866,18.2
577,Girik Badami,35,Female,Bike,2024.04.23,Ludhiana,4.4,1133,41.4
578,Samarth Kara,27,Female,Bicycle,11 Nov 2023,Pune,4.0,673,25.1
579,Viraj Bhatnagar,20,Female,Bike,17-12-2021,Lucknow,4.5,339,47.9
580,Gautam Sheth,31,Male,Scooter,18/07/2023,Kolkata,3.5,880,46.5
581,Kalpit Prabhakar,31,Female,Bike,2023-06-14,Surat,4.0,308,43.2
582,Eta Mall,22,Male,Scooter,17-03-2025,Kochi,4.8,537,26.2
583,Praneel Krishnan,25,Female,Bike,30/09/2024,Lucknow,3.7,359,31.3
584,Charita Gade,23,Male,Bicycle,19 Dec 2021,Nashik,3.7,1022,27.1
585,Ucchal Wagle,29,Female,Bicycle,10/28/2022,Chandigarh,4.6,554,22.2
586,Chakradev Singhal,31,Male,Bike,02 Jun 2021,Chandigarh,5.0,1130,33.8
587,Sneha Bhattacharyya,29,Male,Bike,26-06-2024,Nagpur,3.6,224,25.2
588,Onveer Mallick,26,Female,Scooter,2023.09.03,Nagpur,3.7,902,36.0
589,Amaira Gera,31,Female,Bike,2024.10.26,Surat,4.2,177,35.5
590,Indrajit Sethi,32,Female,Bike,2024.06.05,Nagpur,4.1,1225,29.3
591,Meghana Thaman,34,Male,Bike,09-03-2024,Patna,4.5,275,24.2
592,Omkaar Madan,38,Female,Bike,07 Sep 2022,Patna,3.9,875,15.5
593,Rishi Grewal,18,Male,Bike,05/23/2022,Nashik,4.1,380,20.6
594,Ekta Bhandari,24,Male,Car,2025-02-21,Raipur,4.2,664,32.5
595,Balendra Borra,35,Male,Bike,2024-06-11,Mumbai,5.0,256,36.5
596,Kevin Dada,34,Male,Bike,10 Mar 2024,Kolkata,4.5,404,31.4
597,Lavanya Kashyap,30,Female,Bike,2023.09.19, Bengaluru,4.5,829,36.6
598,Krish Bedi,27,Female,Bike,02-12-2023,Indore,4.5,482,23.1
599,Ubika Chatterjee,28,Female,Bike,22-08-2022,Delhi,4.6,928,26.6
600,Chanchal Sankaran,27,Female,Bike,21 Jun 2023,Patna,3.8,161,26.2
601,Wazir Manne,22,Female,Scooter,21-05-2024,Hyderabad,3.9,554,34.1
602,Liam Edwin,18,Male,Scooter,06/10/2023,Kochi,4.7,608,44.9
603,Bhanumati Thakur,29,Male,Bike,06-05-2022,Chennai,3.7,348,46.3
604,Onkar Kari,19,Female,Bike,2023-08-29,Jaipur,3.9,574,38.2
605,Sanya Sankaran,34,Male,Car,23 Nov 2022,Jaipur,3.9,628,39.8
606,Niharika Parikh,23,Male,Scooter,30-09-2023,Kochi,4.3,401,27.1
607,Tanveer Chauhan,28,Male,Bike,15-03-2023,Jaipur,5.0,579,31.1
608,Siya Mangal,31,Female,Scooter,14-11-2022,Bhubaneswar,4.6,397,35.5
609,Champak Modi,29,Male,Bicycle,11-03-2023,JAIPUR,4.6,280,49.5
610,Ethan Srinivasan,37,Male,Scooter,08/11/2021, Vadodara  ,4.4,457,22.2
611,Frado Soman,28,Female,Bike,2024.06.22,Vadodara,3.9,708,49.9
612,Rachita Hans,26,Male,Scooter,14-10-2024,Kolkata,3.6,547,15.6
613,Vasatika Goda,23,Female,Scooter,18 May 2022,Raipur,4.3,1082,-29.1
614,Chandresh Samra,24,Female,Bike,04/01/2023,Ahmedabad,4.1,1125,31.0
615,Ira Som,25,Female,Car,03/14/2025,Delhi,4.5,321,35.9
616,Zehaan Mital,26,Female,Bicycle,04/24/2024,Delhi,4.3,215,40.7
617,Arunima Varkey,32,Male,Bike,23-06-2022,Coimbatore,4.2,289,33.6
618,Veda Sant,28,Male,Scooter,07/12/2022,Pune,4.4,652,10.0
619,Yasti Mander,27,Male,Bicycle,2021.12.07,Ahmedabad,4.1,297,43.8
620,Sai Jhaveri,32,Male,Scooter,2022-02-10,Chandigarh,4.0,692,38.6
621,Aarnav Andra,23,Male,Bike,2023-03-03,Bhubaneswar,3.3,523,48.3
622,Ayaan Agarwal,32,Male,Bike,20 Dec 2022,Surat,4.6,506,38.3
623,Ishita Iyengar,30,Male,Bike,01 Jun 2024,vadodara,4.7,482,31.7
624,gauri dyal,26,Female,Bike,09/22/2021,Patna,4.7,481,38.1
625,Manya Prabhu,30,Male,Scooter,2023-04-10,Raipur,4.0,389,19.7
626,Advaith Nagy,22,Female,Bicycle,2024.07.04,Hyderabad,4.4,577,40.7
627,Triya Mahajan,35,Female,Bike,2023-03-02,Lucknow,4.3,1150,32.0
628,Raksha Mallick,27,Male,Bicycle,26-09-2024,Chennai,4.3,315,49.0
629,Banjeet Dada,24,Female,Scooter,06-06-2023,Pune,3.8,383,23.7
630,Ati Vora,27,Male,Scooter,09-12-2022,New Delhi,4.1,389,26.2
631,Vasatika Sharaf,26,Female,Scooter,2023-04-07,Raipur,3.7,391,38.8
632, Advaith Agrawal  ,28,Male,Scooter,13-05-2022,Chennai,4.6,474,28.1
